fips,total_8_hour_outages,n_years_available,avg_customers_out,avg_customer_time_std,tot_po_yr
29151,1,3,15164,2,57
29153,3,2,26346,5,101
29155,1,1,31644,4,51
29159,0,3,4747,0,21
29161,2,1,38247,2,64
29163,5,1,46018,5,105
29169,3,1,51556,3,71
29181,2,1,22019,3,67
29201,1,3,74505,4,70
29183,1,1,334594,2,61
29185,1,3,7327,1,42
29186,0,1,598,0,1
29189,8,3,1692939,3,63
29510,3,3,308087,2,51
29207,2,3,31225,2,49
29213,4,1,70464,2,68
29215,7,1,59532,5,90
29217,1,3,20996,2,37
29219,4,2,81474,5,116
29221,4,2,41714,4,106
29225,1,1,9978,1,29
29229,0,2,1764,0,8
31007,6,2,289,1,114
31019,0,2,4449,0,8
31025,0,2,39236,3,50
31033,3,1,16298,3,49
31067,0,3,7306,1,28
31101,1,3,8963,2,9
31119,0,3,3503,0,7
31131,1,2,9106,1,34
31133,0,2,98,0,1
31155,1,2,28960,2,53
31157,0,1,2054,0,5
31159,0,2,8569,1,46
31177,2,1,73510,6,45
31185,1,3,3935,0,9
32009,0,3,33,0,4
32023,1,3,391994,17,80
33001,5,3,215307,6,95
33003,6,3,284036,9,114
33005,6,3,304025,7,109
33007,5,3,106665,6,88
33009,7,3,271387,6,109
33011,6,3,606001,3,64
33013,6,3,360576,4,101
33015,6,3,1093016,6,86
33017,4,3,233640,3,73
33019,5,3,269229,11,85
34001,3,3,776003,6,72
34005,5,3,2649318,13,120
34007,4,3,1439905,6,112
34009,2,3,372113,7,78
34011,3,3,354825,6,61
34015,4,3,523456,4,95
34029,7,3,3123784,11,157
34033,3,3,226870,8,92
34037,6,3,1600334,24,130
35005,0,3,23333,1,31
35009,0,3,17655,1,23
35015,2,3,50989,2,50
35017,2,1,58013,4,68
35023,0,1,142,0,1
35025,2,3,40583,1,59
35027,2,2,78555,7,58
35029,1,1,48616,4,53
35035,1,2,132534,4,71
36001,7,3,1391355,10,120
36003,5,3,302261,15,102
36009,5,3,202724,6,70
36019,2,3,213396,6,101
36021,9,3,384529,13,133
36025,9,3,172005,8,172
36027,8,3,2105035,17,156
36029,6,3,1752965,4,81
36031,7,3,287642,16,132
36033,2,3,178676,8,72
36035,8,3,239347,10,77
36037,2,3,59688,2,42
36039,6,3,277461,14,204
36041,25,3,160865,108,106
36043,9,3,229801,8,97
36045,0,3,4341910,90,0
36049,6,3,79005,7,112
36051,4,3,102645,4,77
36053,4,3,149652,5,87
36057,4,3,100848,5,57
36065,6,3,366723,4,93
36067,3,3,427433,2,102
36071,8,3,1807070,12,133
36073,0,3,4539351,251,0
36075,5,3,279940,5,104
36079,8,3,2077406,52,160
36083,9,3,744357,10,114
36091,13,3,1524900,14,120
36093,9,3,655576,11,100
36095,5,3,92164,7,101
36099,0,3,1000,0,1
36089,0,3,60601,1,0
36105,12,3,1078627,34,183
36111,14,3,1048423,13,233
36113,10,3,714754,22,109
36115,10,3,291289,11,148
37001,5,3,620782,7,66
37003,4,3,142651,8,73
37005,3,3,28179,4,78
37007,6,3,215526,17,97
37009,4,3,71777,5,83
37013,6,2,501374,19,74
37015,5,3,94282,9,74
37017,4,3,395129,22,69
37019,5,3,2257891,31,60
37023,5,3,247744,5,55
37025,5,3,244084,3,47
37027,5,3,200366,5,72
37029,3,3,44529,9,34
37031,4,3,1912223,48,95
37033,6,3,269810,23,67
37037,10,2,711106,19,116
37039,12,1,289101,17,212
37041,1,3,28678,3,31
37043,7,1,123782,18,190
37045,8,3,175500,4,69
37047,4,3,649350,22,66
37049,3,2,1397939,26,66
37051,2,3,732200,4,35
37055,4,2,375728,17,84
37057,6,3,529213,6,74
37059,5,3,142682,7,81
37061,4,3,658491,23,77
37067,9,3,1941533,10,86
37071,10,2,366448,3,60
37073,3,3,49852,8,54
37083,2,3,75315,3,55
37085,5,3,574981,10,94
37087,6,3,416205,12,143
37089,12,3,887116,13,117
37093,4,3,176207,8,73
37095,5,2,150428,58,92
37097,6,3,503661,6,77
37099,16,3,330659,15,172
37101,9,3,704829,8,95
37103,5,3,178742,33,57
37105,4,3,248666,8,99
37109,4,3,166431,4,50
37113,0,2,1750,0,0
37115,9,3,57801,5,112
37111,9,3,132615,6,95
37121,6,3,70732,8,109
37123,7,3,253559,18,120
37125,4,3,788178,15,91
37131,5,1,54277,5,68
37133,2,3,2852160,34,75
37135,6,3,522717,7,73
37137,8,2,413990,58,101
37141,6,3,1157686,40,88
37143,2,3,26214,3,42
37149,9,3,329306,27,100
37151,9,3,636816,9,87
37153,3,3,372999,15,93
37155,11,1,2846753,47,112
37157,9,3,1069628,22,89
37161,9,3,629999,18,92
37163,4,2,1022819,33,84
37165,4,3,185535,11,74
37167,7,3,162200,5,66
37169,7,3,458927,18,87
37171,7,3,189349,5,73
37175,13,1,675915,36,156
37179,6,3,418469,4,76
37183,5,3,1994334,4,95
37189,3,3,51686,2,64
37191,2,3,447713,7,52
37193,5,3,210096,6,92
37195,0,3,40142,1,53
37197,4,3,209379,10,58
37199,3,3,46651,5,141
38013,0,2,18,0,2
38017,2,1,220653,2,21
38039,1,3,3104,2,38
38043,0,2,518,0,16
38061,2,2,12874,2,46
38063,3,2,4946,2,45
38071,0,2,259,0,1
38103,2,1,2711,1,30
39005,0,3,10048,0,0
39013,9,3,234861,8,135
39019,11,3,204383,15,129
39021,2,3,48349,3,78
39037,4,2,58255,2,64
39039,1,3,29574,2,35
39045,7,3,393759,6,134
39049,10,2,2225728,4,172
39051,0,3,10039,1,1
39053,5,3,51527,4,89
39059,5,3,93851,5,95
39063,3,3,104457,3,65
39067,12,3,167818,23,160
39071,4,3,133114,7,121
39073,22,3,303997,23,217
39077,2,3,71606,3,62
39079,6,3,95236,6,136
39083,6,3,154754,6,85
39085,6,3,692455,6,93
39087,4,3,139212,5,123
39089,8,2,418206,5,142
39097,0,3,8310,0,1
39107,0,2,6798,0,2
39111,11,3,71292,10,160
39115,0,3,3563,0,2
39117,0,1,35638,2,79
39121,7,3,57801,10,108
39125,0,3,2451,0,1
39127,8,3,177606,11,136
39129,4,3,126387,5,104
39135,4,2,95850,5,87
39141,9,3,238440,7,171
39149,2,2,59426,3,72
39167,7,3,219444,7,167
39169,3,3,197536,4,98
39171,0,3,6548,0,1
40001,2,3,39494,4,52
40003,0,3,4659,2,39
40005,1,2,1777,0,2
40009,2,3,66296,6,74
40011,1,3,4570,1,6
40013,3,1,11465,0,21
40015,3,3,125132,9,89
40017,2,2,249000,4,24
40019,8,2,66676,3,70
40021,4,2,63510,3,68
40023,0,2,43056,5,90
40027,7,1,2763316,18,40
40031,3,2,193580,3,64
40035,2,3,31019,4,87
40037,9,3,242020,7,52
40039,3,3,170537,11,83
40041,7,3,186187,8,166
40043,1,3,5759,2,9
40045,0,3,1092,0,3
40047,4,2,104588,3,55
40049,6,2,75077,5,68
40051,2,3,352374,13,91
40053,2,3,11195,4,43
40057,0,3,280,0,29
40061,1,3,16150,2,51
40063,0,3,1988,0,7
40067,0,3,1140,0,3
40069,0,2,983,0,2
40071,1,2,33410,1,28
40073,3,3,67495,8,27
40077,3,3,39456,7,142
40079,8,3,209275,8,192
40081,5,1,169337,9,47
40085,4,2,15758,3,46
40093,2,3,27553,6,43
40095,3,3,41550,5,64
40097,3,3,103385,5,109
40087,2,3,75957,4,66
40089,4,3,66000,4,127
40091,4,2,50392,4,34
40099,2,3,6593,1,21
40101,6,2,141181,4,58
40103,6,2,39303,6,49
40105,2,3,22983,4,61
40107,0,3,2214,0,1
40109,5,1,5201161,12,22
40111,1,2,74626,4,42
40113,2,3,75233,3,98
40115,3,3,61782,4,57
40117,2,2,132928,16,50
40121,3,3,159040,6,197
40123,3,3,133172,7,102
40125,8,1,828557,23,70
40127,5,3,44985,7,178
40129,2,3,27944,14,110
40131,1,3,103476,2,61
40135,4,2,108670,5,47
40137,3,2,68782,3,62
40139,1,3,22061,2,47
40141,2,3,24297,6,53
40145,2,3,87277,2,58
40147,3,3,80045,3,62
40149,2,3,52490,9,72
40151,1,3,4383,1,27
40153,0,3,3113,0,5
41001,2,3,22817,3,29
41007,0,3,523,0,0
41011,3,1,96933,3,67
41013,2,1,35633,3,34
41019,10,3,237222,4,66
41035,3,3,74657,2,67
41039,14,1,635809,3,72
41041,12,1,480837,18,98
41043,2,2,242146,4,90
41045,0,1,508,0,1
41049,1,3,28238,6,52
41057,4,3,136401,10,45
41059,4,3,164111,5,98
41061,1,3,29992,2,33
42005,7,3,222465,7,122
42007,9,1,241892,3,60
42015,1,3,19344,1,2
42017,8,3,3561312,12,119
42019,7,3,1070328,11,114
42021,6,3,304238,4,136
42023,3,3,2902,1,28
42025,4,3,147556,5,93
42029,10,3,2766815,12,149
42031,8,3,176180,9,111
42033,5,3,249248,7,163
42035,0,3,4189,0,2
42037,6,3,192377,6,140
42041,4,3,230841,2,93
42043,2,3,293952,2,96
42045,5,3,2233718,9,125
42049,5,3,573188,4,132
42051,5,3,247142,4,100
42053,21,3,102412,44,229
42057,1,3,5995,1,4
42059,1,3,18774,1,8
42061,0,3,9648,0,1
42063,7,3,257813,6,174
42065,6,3,162257,7,137
42067,3,3,53927,5,79
42069,3,3,219977,2,89
42071,2,3,416139,2,77
42077,4,3,548906,3,107
42079,4,3,401141,3,89
42081,4,3,128862,2,93
42083,0,3,10578,1,1
42089,6,3,1584314,23,155
42091,5,3,3993120,10,102
42093,2,3,34946,4,57
42095,4,3,773229,6,115
42097,4,3,143503,3,90
42101,1,2,1529064,2,60
42103,8,3,859878,33,142
42105,0,3,5584,1,17
42107,4,3,212088,3,103
42109,5,3,69371,4,104
42111,5,3,167420,5,118
42113,2,3,3191,1,21
42115,1,3,12926,1,2
42117,6,3,201201,10,148
42119,4,3,72401,4,67
42121,9,3,243229,9,146
42123,0,3,13918,1,1
42127,8,3,442049,19,169
42131,9,3,107651,8,151
42133,6,3,560645,3,117
44001,4,3,237967,10,36
44003,5,3,671920,8,52
44005,3,3,154543,4,43
44007,4,3,1975268,7,83
44009,5,3,1065431,17,72
45003,2,2,255584,3,95
45007,9,3,692876,6,96
45009,0,1,12943,2,58
45011,0,1,13448,1,52
45013,3,1,542826,5,96
45015,1,1,882182,8,77
45017,2,1,31752,4,94
45019,2,2,2650973,11,92
45021,4,3,118334,4,75
45023,5,3,86633,5,72
45025,3,3,230304,9,68
45027,3,3,78019,4,87
45029,5,1,296313,14,104
45031,3,3,179021,5,78
45033,2,3,218365,14,63
45035,2,1,745102,10,63
45037,3,1,51233,4,93
45039,0,1,31005,2,60
45041,3,3,276975,4,67
45043,2,2,180969,5,39
45045,10,3,2164288,8,107
45049,3,1,41074,4,67
45051,1,2,222898,1,34
45053,2,1,55914,4,90
45055,4,1,88856,3,53
45059,4,2,102946,3,70
45063,3,2,451977,3,110
45067,5,3,185018,12,79
45065,1,1,22709,4,45
45071,0,1,1028,0,2
45073,4,3,601992,13,95
45075,4,1,91630,2,50
45077,5,3,770304,11,94
45079,3,1,612778,3,93
45081,3,1,50571,5,105
45089,3,3,83021,5,63
45091,4,1,504504,3,70
46055,0,1,154,0,1
46063,2,1,1404,2,6
46071,1,1,1232,1,1
46075,0,1,115,0,1
46077,10,3,3314,1,12
46079,2,3,2958,0,42
46083,1,1,60186,2,54
46097,0,1,146,0,1
46099,2,2,348671,3,70
46101,1,2,856,0,15
46105,0,2,120,0,2
46111,0,2,52,0,0
47003,2,3,37841,2,60
47007,2,2,27128,4,111
47009,5,2,306600,5,134
47011,3,3,174738,3,98
47021,2,2,93648,5,106
47023,0,2,18398,2,30
47025,2,2,23544,1,62
47029,3,3,94277,5,142
47031,2,3,62686,2,56
47033,0,3,29861,4,57
47035,1,3,117978,3,75
47037,6,1,7361656,19,86
47047,2,3,72429,4,101
47049,2,2,54040,6,68
47057,6,3,58925,5,133
47059,2,3,58105,2,72
47061,3,3,43549,7,78
47063,4,1,100525,3,75
47073,5,3,160373,5,123
47079,4,1,179788,10,92
47089,0,3,13722,1,20
47095,1,2,12683,5,41
47111,1,3,55501,5,74
47113,3,1,158139,3,115
47115,4,3,27849,2,48
47117,1,3,44808,3,59
47119,2,1,332607,7,25
47107,2,2,33894,1,63
47121,4,2,37998,6,82
47123,2,1,98441,4,111
47129,0,2,234,0,0
47131,2,3,54442,3,76
47133,0,2,11091,1,52
47137,0,1,245,0,7
47139,6,1,111886,12,162
47143,1,2,52066,3,60
47145,1,2,47092,2,71
47147,2,2,114078,3,81
47149,1,3,101021,1,38
47153,1,3,16378,2,59
47155,10,1,1343782,27,140
47157,5,2,1485212,3,117
47159,0,3,59,0,0
47161,3,3,49308,7,139
47163,5,3,363023,4,99
47165,2,2,123631,1,52
47167,3,3,193285,7,72
47169,1,3,26545,6,54
47179,2,2,158770,2,68
47185,0,2,41431,3,42
47187,1,3,250535,2,59
47189,1,2,434190,6,62
48001,8,3,198530,9,152
48005,9,3,275394,7,130
48009,5,3,39786,9,63
48011,2,1,393,0,28
48015,12,2,127782,8,234
48023,1,3,760,0,7
48029,2,2,1310704,2,64
48031,0,3,9739,2,44
48033,12,1,2055,6,159
48035,4,1,39592,4,93
48037,11,3,323072,7,161
48045,4,1,543,1,40
48049,6,1,65589,3,85
48051,1,2,20566,2,38
48053,0,3,25911,1,47
48059,4,3,47475,7,107
48061,5,3,1033410,6,127
48063,3,3,77328,13,131
48065,5,3,78988,25,91
48067,2,3,75069,5,88
48071,9,3,196340,11,168
48073,13,3,220957,9,140
48075,0,3,2189,1,3
48077,3,3,26522,5,57
48081,6,3,2247,1,76
48085,2,1,874413,2,110
48087,1,3,714,1,79
48089,15,1,78902,8,256
48091,0,3,61464,1,35
48093,1,3,26215,4,59
48097,4,3,177157,9,116
48101,1,3,514,1,52
48103,26,3,21878,11,213
48105,7,1,2492,1,125
48107,2,3,39454,14,29
48117,2,3,53769,7,129
48119,0,3,837,0,1
48121,3,2,745718,2,70
48123,3,3,23571,2,87
48125,2,3,792,1,80
48129,1,3,1059,1,79
48133,3,3,83021,9,78
48135,12,1,321964,5,137
48137,0,3,322,0,7
48139,0,1,16424,0,16
48143,3,3,219973,12,106
48145,4,3,37948,5,75
48149,0,1,3277,0,9
48151,2,1,3282,2,66
48155,1,3,525,1,55
48157,6,3,887661,3,74
48161,8,2,58622,6,111
48163,1,3,11893,2,59
48165,3,3,55368,7,97
48167,6,3,624027,4,110
48169,3,3,24242,11,61
48173,30,1,5416,9,374
48179,4,3,121722,11,52
48181,2,2,176296,3,84
48183,5,3,313554,5,109
48185,4,2,100219,8,106
48187,0,1,43880,1,41
48189,5,1,143926,10,44
48191,2,3,1048,1,98
48193,2,2,12738,3,38
48195,3,1,36866,14,33
48197,4,3,2070,1,137
48199,7,3,255860,9,120
48203,3,3,156923,5,95
48207,0,3,2050,1,1
48209,1,3,125222,1,53
48211,1,3,15466,8,47
48213,9,3,259778,6,139
48217,0,3,18261,1,37
48219,2,3,29819,3,60
48221,1,3,70564,2,75
48223,4,3,106646,6,128
48225,9,3,167457,15,153
48231,0,2,75101,2,77
48233,11,1,107494,11,62
48237,2,3,26970,6,84
48243,8,3,1517,1,105
48245,15,3,4164328,33,145
48249,5,3,113185,6,152
48253,2,3,49885,7,69
48257,6,1,263211,5,125
48261,3,3,437,2,57
48263,1,3,339,1,42
48269,0,3,29,0,10
48273,2,3,155406,11,110
48275,2,3,1385,1,94
48277,3,3,75542,3,82
48279,0,3,12214,2,26
48283,4,3,9570,3,69
48285,2,3,22316,2,66
48287,0,1,2924,0,22
48291,13,3,362418,10,185
48293,6,2,50402,5,98
48297,4,3,42132,8,140
48301,21,3,2621,53,187
48303,4,3,404261,3,69
48305,7,3,55775,19,141
48313,4,2,81634,14,108
48315,4,3,93287,16,141
48317,18,1,6319,3,383
48311,0,3,20,0,9
48325,3,3,40302,2,50
48329,7,1,233528,3,113
48335,6,1,65632,20,131
48337,2,3,77023,7,88
48339,11,2,2585212,9,180
48341,2,1,9778,1,5
48343,3,3,37966,6,82
48345,1,3,385,1,48
48349,7,3,82946,4,96
48357,1,3,24424,5,75
48359,1,1,539,1,1
48361,11,3,2060773,49,88
48363,4,1,149507,11,128
48365,2,2,48424,4,60
48367,7,3,275439,5,102
48369,1,3,28055,6,77
48371,0,1,37075,6,87
48373,3,3,106235,4,109
48375,5,1,284579,5,77
48381,2,1,118668,2,42
48387,2,3,21203,3,68
48389,8,3,60671,12,208
48393,1,3,157,0,58
48395,1,2,56738,7,54
48397,3,1,163819,3,82
48401,7,3,131209,5,115
48407,3,3,90345,7,141
48415,5,1,19491,2,39
48417,5,3,2113,1,159
48421,2,1,5972,4,8
48425,2,3,33545,8,60
48427,0,3,15394,1,20
48429,5,3,39230,9,85
48433,4,3,1065,1,94
48439,7,2,3352640,4,102
48443,0,3,21,0,7
48447,4,3,834,1,73
48453,0,3,415287,1,47
48455,10,1,200607,25,183
48457,6,3,124316,13,184
48459,5,3,196199,11,143
48463,0,3,10567,1,31
48467,7,3,202198,8,156
48471,7,2,226098,8,160
48473,21,1,164399,8,296
48475,6,3,38098,7,130
48477,0,1,15479,1,35
48481,14,3,148633,7,194
48485,5,3,185533,3,80
48489,6,3,236030,31,104
48491,0,3,166029,1,45
48493,0,1,8575,0,24
48495,3,3,26600,8,98
48497,6,3,132661,4,111
48499,3,1,82700,4,97
48501,2,3,12380,3,61
48503,4,3,32093,3,73
50001,2,2,47432,2,86
50003,5,3,153189,7,99
50007,3,3,115746,1,58
50009,4,3,134980,35,81
50015,0,2,1472,0,2
50017,4,3,168242,10,114
50019,1,2,52731,3,74
50021,4,3,144936,4,93
50023,3,3,154044,4,81
50025,8,3,401723,15,138
50027,6,3,429164,12,142
51001,2,3,117183,7,121
51003,19,3,856687,17,184
51005,5,3,56085,7,96
51007,6,3,132411,22,121
51011,4,3,46772,6,92
51015,4,3,362403,10,107
51017,6,3,47211,20,120
51019,15,3,446493,12,165
51023,12,3,219826,14,177
51025,5,3,102056,14,106
51029,8,3,96027,14,108
51031,10,3,213947,8,133
51033,2,3,47715,4,70
51037,8,3,169085,30,132
51043,2,3,30431,4,84
51045,8,3,65742,24,111
51047,5,3,180552,9,67
51049,6,3,84153,18,110
51590,8,3,416439,18,97
51053,8,3,154825,12,122
51057,3,3,61072,11,79
51061,11,3,404960,13,126
51065,4,3,83413,7,87
51069,3,3,153248,4,61
51079,2,3,39011,4,60
51081,2,3,20743,5,62
51083,7,3,364033,21,136
51089,0,2,17036,1,1
51091,4,3,21423,16,66
51097,5,3,66913,20,83
51099,4,3,87717,8,78
51103,7,3,149925,23,90
51105,2,3,28705,3,56
51107,7,3,575074,4,62
51109,6,3,115460,7,122
51111,8,3,157533,30,124
51113,4,3,34386,6,84
51117,6,3,299616,20,147
51125,6,3,138199,18,154
51131,2,3,49793,8,93
51133,5,3,210112,30,98
51135,5,3,132098,19,105
51137,3,3,133839,8,87
51139,3,3,45515,4,82
51143,5,3,402164,13,116
51145,8,3,221314,17,107
51147,5,3,275569,31,111
51153,2,3,459698,3,56
51157,5,3,29377,8,81
51161,18,3,427346,9,166
51163,10,3,107290,10,145
51165,2,2,123053,3,130
51171,4,3,103914,5,104
51177,4,3,211513,4,71
51179,5,3,442524,8,82
51187,3,3,59724,3,62
51191,20,2,281459,10,212
51193,5,3,87480,9,92
51840,1,3,16462,1,32
51195,4,3,90363,5,133
53001,0,3,1993,0,1
53005,0,3,53437,1,21
53009,5,3,352219,9,40
53013,0,3,171,0,6
53015,0,1,79020,2,74
53017,0,3,25843,1,42
53019,5,3,54061,14,72
53023,0,1,298,0,12
53029,4,3,318181,7,71
53031,5,3,96350,5,92
53033,4,2,4223141,4,77
53035,12,1,905945,7,121
53041,4,3,204243,5,89
53043,4,3,36751,7,78
53045,4,2,177591,6,71
53051,0,2,630,0,4
53053,2,2,1497499,4,70
53055,1,3,60368,6,97
53057,6,3,297123,5,104
53063,2,3,591956,2,47
53065,8,3,320464,15,166
53073,6,2,499102,5,102
54001,0,3,6557,1,2
54003,2,3,81188,1,33
54007,3,3,11435,2,20
54013,10,3,7953,2,100
54015,7,3,9685,2,62
54017,7,3,6962,2,70
54021,7,3,8327,2,68
54023,3,3,5380,1,15
54027,1,3,10623,1,7
54031,0,3,5794,1,6
54041,1,3,7408,1,7
54063,1,3,10728,1,10
54067,0,3,12589,1,1
54071,4,3,4787,1,28
54073,0,3,2734,1,16
54075,1,3,5712,1,17
54077,0,3,10832,1,1
54083,1,3,9481,1,1
54085,5,3,9075,2,41
54087,0,3,12806,2,11
54089,0,3,6516,1,4
54091,1,3,5362,1,2
54093,2,3,4077,1,20
54095,4,3,6884,2,42
54097,0,3,7176,1,0
54101,1,3,9003,2,27
54103,2,3,10300,1,18
54105,4,3,4584,1,44
55001,2,3,41386,4,54
55003,2,1,27857,3,61
55005,2,3,71989,3,32
55007,4,1,73642,8,105
55009,2,3,339531,2,58
55017,2,3,55271,2,46
55019,2,3,119638,7,54
55021,1,3,66790,2,50
55025,0,3,161871,1,30
55027,1,3,69269,2,47
55029,3,3,91744,5,69
55035,1,3,57752,1,45
55037,0,3,1502,1,1
55039,1,3,117947,2,38
55041,3,3,79608,15,79
55047,2,3,38230,4,66
55049,1,3,32951,3,66
55057,2,3,25465,2,35
55059,3,3,187881,2,57
55063,2,3,117276,2,34
55065,0,1,14221,2,39
55067,4,3,147181,13,84
55069,7,3,200201,12,76
55071,1,3,60571,1,30
55073,2,3,214603,3,61
55075,4,3,165155,7,93
55077,1,3,37712,4,49
55078,1,3,24511,14,58
55079,5,3,906097,2,105
55081,2,3,28115,1,38
55083,4,3,174540,8,55
55085,7,3,240031,12,111
55087,0,3,537619,6,41
55089,3,3,111298,2,50
55091,2,3,9240,2,44
55095,5,3,163472,7,67
55097,2,3,396896,11,59
55099,1,3,8775,1,26
55101,3,3,291683,3,65
55105,1,3,101003,1,53
55107,1,3,13765,2,22
55111,2,3,54132,2,52
55113,2,1,37409,4,56
55115,2,3,93758,4,46
55117,2,3,113926,2,35
55109,2,3,81946,2,68
55123,3,3,30380,2,56
55125,8,3,151622,10,118
55127,4,3,126770,2,60
55129,1,3,8951,1,27
55131,1,3,97972,1,48
55133,4,3,499685,2,79
55135,1,3,212138,7,58
55137,2,3,33947,3,83
55139,1,3,84865,1,32
55141,1,3,130838,3,27
4007,0,3,2699,0,0
5021,0,1,459,0,0
5065,0,3,148,0,0
5073,0,2,6,0,0
5089,0,1,810,0,0
5101,0,1,399,0,0
5137,0,1,346,0,0
6005,0,3,2259,0,0
6011,0,3,1061,0,0
6015,0,3,361,0,0
6027,0,3,272,0,0
6031,0,3,3294,0,0
6033,0,3,2321,0,0
6035,0,3,462,0,0
6043,0,3,1300,0,0
6061,0,1,3762,0,0
6069,0,3,922,0,0
6093,0,2,1280,0,0
6101,0,2,2024,0,0
6107,0,2,15276,0,0
8003,0,3,280,0,0
8009,0,3,3,0,0
8015,0,2,248,0,0
8017,0,1,801,1,0
8029,0,2,201,0,0
8033,0,1,6,0,0
8037,0,1,251,0,0
8063,0,1,825,0,0
8065,0,3,143,0,0
8073,0,1,352,0,0
8091,0,1,62,0,0
8113,0,1,145,0,0
8119,0,1,184,0,0
12037,0,3,797,0,0
12043,0,2,588,0,0
12055,0,2,1948,0,0
12061,0,1,5934,0,0
12103,0,2,55377,0,0
13035,0,3,359,0,0
13065,0,3,47,0,0
13125,0,3,174,0,0
13163,0,1,607,0,0
13165,0,3,194,0,0
13221,0,3,926,0,0
13249,0,3,192,0,0
13269,0,3,976,0,0
13289,0,1,56,0,0
13319,0,3,244,0,0
16005,0,1,3315,0,0
16007,0,3,171,0,0
16023,0,1,125,0,0
16041,0,3,190,0,0
16051,0,1,749,0,0
16061,0,1,431,0,0
16065,0,3,407,0,0
16071,0,2,187,0,0
16081,0,3,189,0,0
17003,0,1,68,0,0
17005,0,1,4,0,0
17007,0,1,365,0,0
17009,0,1,306,0,0
17025,0,1,0,0,0
17037,0,1,596,0,0
17039,0,3,26,0,0
17041,0,1,87,0,0
17043,0,1,11116,0,0
17051,0,1,577,0,0
17053,0,1,8,0,0
17063,0,1,677,0,0
17075,0,1,15,0,0
17089,0,1,1683,0,0
17093,0,3,640,0,0
17095,0,1,19,0,0
17097,0,1,5509,0,0
17103,0,1,548,0,0
17107,0,2,20,0,0
17111,0,1,1776,0,0
17113,0,3,214,0,0
17135,0,1,235,0,0
17141,0,1,512,0,0
17145,0,2,4,0,0
17147,0,2,17,0,0
17155,0,3,16,0,0
17157,0,3,22,0,0
17175,0,2,8,0,0
17177,0,1,338,0,0
17179,0,1,44,0,0
17195,0,1,619,0,0
17197,0,1,7041,0,0
17201,0,1,1596,0,0
17203,0,2,22,0,0
18001,0,2,2096,0,0
18005,0,2,430,0,0
18007,0,3,1235,0,0
18009,0,3,1610,0,0
18015,0,2,204,0,0
18017,0,2,178,0,0
18023,0,3,313,0,0
18035,0,3,6388,0,0
18045,0,1,190,0,0
18049,0,3,221,0,0
18053,0,2,4631,0,0
18059,0,3,1949,0,0
18065,0,1,357,0,0
18067,0,3,731,0,0
18075,0,3,1576,0,0
18081,0,3,1435,0,0
18093,0,2,1065,0,0
18099,0,2,1093,0,0
18101,0,3,60,0,0
18117,0,2,136,0,0
18135,0,3,2504,0,0
18139,0,3,165,0,0
18145,0,3,288,0,0
18147,0,3,321,0,0
18159,0,3,496,0,0
18165,0,1,259,0,0
18167,0,1,1563,0,0
18169,0,3,434,0,0
18171,0,1,371,0,0
18179,0,2,1282,0,0
18181,0,3,551,0,0
19003,0,1,352,0,0
19005,0,1,157,0,0
19011,0,1,390,0,0
19017,0,2,388,0,0
19019,0,2,514,0,0
19021,0,2,368,0,0
19025,0,1,197,0,0
19027,0,1,131,0,0
19037,0,1,237,0,0
19039,0,3,446,0,0
19053,0,3,410,0,0
19065,0,1,376,0,0
19075,0,1,1115,0,0
19079,0,2,210,0,0
19087,0,1,227,0,0
19091,0,2,146,0,0
19093,0,2,194,0,0
19115,0,2,337,0,0
19131,0,1,198,0,0
19161,0,2,152,0,0
19173,0,1,457,0,0
19177,0,3,338,0,0
19187,0,1,424,0,0
19189,0,1,195,0,0
20013,0,2,76,0,0
20021,0,1,4,0,0
20023,0,3,136,0,0
20029,0,3,135,0,0
20035,0,2,284,0,0
20039,0,3,200,0,0
20041,0,2,113,0,0
20047,0,3,155,0,0
20073,0,1,2244,1,0
20077,0,2,16,0,0
20089,0,3,10,0,0
20123,0,3,117,0,0
20129,0,3,30,0,0
20137,0,3,90,0,0
20141,0,3,59,0,0
20147,0,3,347,0,0
20149,0,2,78,0,0
20153,0,3,219,0,0
20157,0,3,34,0,0
20159,0,1,115,0,0
20163,0,3,127,0,0
20165,0,2,266,0,0
20175,0,2,0,0,0
20181,0,3,399,0,0
20183,0,3,148,0,0
20185,0,3,289,0,0
20195,0,1,23,0,0
20201,0,3,128,0,0
21019,0,3,6242,0,0
21025,0,1,3362,0,0
21027,0,1,980,0,0
21037,0,3,896,0,0
21041,0,2,734,0,0
21055,0,3,237,0,0
21063,0,1,486,0,0
21065,0,1,323,0,0
21075,0,3,159,0,0
21077,0,3,404,0,0
21087,0,2,28,0,0
21091,0,1,387,0,0
21107,0,3,420,0,0
21117,0,3,2502,0,0
21119,0,3,4340,1,0
21129,0,1,316,0,0
21131,0,2,4996,1,0
21133,0,3,5252,0,0
21153,0,1,2098,0,0
21163,0,1,788,0,0
21165,0,1,2397,1,0
21175,0,1,1174,0,0
21181,0,3,410,0,0
21183,0,1,450,0,0
21193,0,3,7542,1,0
21195,0,3,13330,0,0
21205,0,1,2135,0,0
22015,0,3,23268,0,0
22017,0,3,41201,0,0
22069,0,3,10760,1,0
23001,0,3,3654,0,0
23005,0,3,10113,0,0
23011,0,3,12996,0,0
23013,0,3,3861,0,0
23017,0,3,10986,0,0
23031,0,3,7454,0,0
24001,0,3,11125,0,0
